date,year,month,month_name,state,unemployment_rate
2019-06-01,2019,6,june,SD,3.3
2019-07-01,2019,7,july,SD,3.3
2019-08-01,2019,8,august,SD,3.3
2019-09-01,2019,9,september,SD,3.4
2019-10-01,2019,10,october,SD,3.4
2019-11-01,2019,11,november,SD,3.4
2019-12-01,2019,12,december,SD,3.4
2020-01-01,2020,1,january,SD,3.4
2020-02-01,2020,2,february,SD,3.3
2020-03-01,2020,3,march,SD,3.1
2020-04-01,2020,4,april,SD,10.9
2020-05-01,2020,5,may,SD,9.4
2020-06-01,2020,6,june,SD,7.2
2020-07-01,2020,7,july,SD,6.4
2020-08-01,2020,8,august,SD,4.8
2020-09-01,2020,9,september,SD,4.1
2020-10-01,2020,10,october,SD,3.6
2016-01-01,2016,1,january,TN,4.8
2016-02-01,2016,2,february,TN,4.7
2016-03-01,2016,3,march,TN,4.7
2016-04-01,2016,4,april,TN,4.7
2016-05-01,2016,5,may,TN,4.7
2016-06-01,2016,6,june,TN,4.7
2016-07-01,2016,7,july,TN,4.8
2016-08-01,2016,8,august,TN,4.8
2016-09-01,2016,9,september,TN,4.8
2016-10-01,2016,10,october,TN,4.8
2016-11-01,2016,11,november,TN,4.7
2016-12-01,2016,12,december,TN,4.6
2017-01-01,2017,1,january,TN,4.5
2017-02-01,2017,2,february,TN,4.3
2017-03-01,2017,3,march,TN,4.1
2017-04-01,2017,4,april,TN,3.9
2017-05-01,2017,5,may,TN,3.8
2017-06-01,2017,6,june,TN,3.6
2017-07-01,2017,7,july,TN,3.5
2017-08-01,2017,8,august,TN,3.5
2017-09-01,2017,9,september,TN,3.5
2017-10-01,2017,10,october,TN,3.5
2017-11-01,2017,11,november,TN,3.5
2017-12-01,2017,12,december,TN,3.5
2018-01-01,2018,1,january,TN,3.6
2018-02-01,2018,2,february,TN,3.6
2018-03-01,2018,3,march,TN,3.6
2018-04-01,2018,4,april,TN,3.6
2018-05-01,2018,5,may,TN,3.6
2018-06-01,2018,6,june,TN,3.6
2018-07-01,2018,7,july,TN,3.5
2018-08-01,2018,8,august,TN,3.5
2018-09-01,2018,9,september,TN,3.5
2018-10-01,2018,10,october,TN,3.4
2018-11-01,2018,11,november,TN,3.4
2018-12-01,2018,12,december,TN,3.4
2019-01-01,2019,1,january,TN,3.4
2019-02-01,2019,2,february,TN,3.4
2019-03-01,2019,3,march,TN,3.5
2019-04-01,2019,4,april,TN,3.5
2019-05-01,2019,5,may,TN,3.5
2019-06-01,2019,6,june,TN,3.4
2019-07-01,2019,7,july,TN,3.4
2019-08-01,2019,8,august,TN,3.4
2019-09-01,2019,9,september,TN,3.3
2019-10-01,2019,10,october,TN,3.3
2019-11-01,2019,11,november,TN,3.3
2019-12-01,2019,12,december,TN,3.3
2020-01-01,2020,1,january,TN,3.3
2020-02-01,2020,2,february,TN,3.4
2020-03-01,2020,3,march,TN,3.3
2020-04-01,2020,4,april,TN,15.5
2020-05-01,2020,5,may,TN,11.0
2020-06-01,2020,6,june,TN,9.6
2020-07-01,2020,7,july,TN,9.7
2020-08-01,2020,8,august,TN,8.6
2020-09-01,2020,9,september,TN,6.5
2020-10-01,2020,10,october,TN,7.4
2016-01-01,2016,1,january,TX,4.4
2016-02-01,2016,2,february,TX,4.4
2016-03-01,2016,3,march,TX,4.4
2016-04-01,2016,4,april,TX,4.5
2016-05-01,2016,5,may,TX,4.6
2016-06-01,2016,6,june,TX,4.7
2016-07-01,2016,7,july,TX,4.7
2016-08-01,2016,8,august,TX,4.7
2016-09-01,2016,9,september,TX,4.8
2016-10-01,2016,10,october,TX,4.8
2016-11-01,2016,11,november,TX,4.8
2016-12-01,2016,12,december,TX,4.8
2017-01-01,2017,1,january,TX,4.7
2017-02-01,2017,2,february,TX,4.7
2017-03-01,2017,3,march,TX,4.6
2017-04-01,2017,4,april,TX,4.5
2017-05-01,2017,5,may,TX,4.4
2017-06-01,2017,6,june,TX,4.3
2017-07-01,2017,7,july,TX,4.2
2017-08-01,2017,8,august,TX,4.1
2017-09-01,2017,9,september,TX,4.1
2017-10-01,2017,10,october,TX,4.1
2017-11-01,2017,11,november,TX,4.0
2017-12-01,2017,12,december,TX,4.0
2018-01-01,2018,1,january,TX,4.0
2018-02-01,2018,2,february,TX,4.0
2018-03-01,2018,3,march,TX,4.0
2018-04-01,2018,4,april,TX,4.0
2018-05-01,2018,5,may,TX,3.9
2018-06-01,2018,6,june,TX,3.9
2018-07-01,2018,7,july,TX,3.8
2018-08-01,2018,8,august,TX,3.7
2018-09-01,2018,9,september,TX,3.7
2018-10-01,2018,10,october,TX,3.7
2018-11-01,2018,11,november,TX,3.7
2018-12-01,2018,12,december,TX,3.7
2019-01-01,2019,1,january,TX,3.7
2019-02-01,2019,2,february,TX,3.6
2019-03-01,2019,3,march,TX,3.5
2019-04-01,2019,4,april,TX,3.5
2019-05-01,2019,5,may,TX,3.4
2019-06-01,2019,6,june,TX,3.4
2019-07-01,2019,7,july,TX,3.5
2019-08-01,2019,8,august,TX,3.5
2019-09-01,2019,9,september,TX,3.5
2019-10-01,2019,10,october,TX,3.5
2019-11-01,2019,11,november,TX,3.5
2019-12-01,2019,12,december,TX,3.5
2020-01-01,2020,1,january,TX,3.5
2020-02-01,2020,2,february,TX,3.5
2020-03-01,2020,3,march,TX,5.1
2020-04-01,2020,4,april,TX,13.5
2020-05-01,2020,5,may,TX,13.0
2020-06-01,2020,6,june,TX,8.4
2020-07-01,2020,7,july,TX,8.0
2020-08-01,2020,8,august,TX,6.8
2020-09-01,2020,9,september,TX,8.3
2020-10-01,2020,10,october,TX,6.9
2016-01-01,2016,1,january,UT,3.6
2016-02-01,2016,2,february,UT,3.6
2016-03-01,2016,3,march,UT,3.6
2016-04-01,2016,4,april,UT,3.6
2016-05-01,2016,5,may,UT,3.5
2016-06-01,2016,6,june,UT,3.5
2016-07-01,2016,7,july,UT,3.4
2016-08-01,2016,8,august,UT,3.4
2016-09-01,2016,9,september,UT,3.3
2016-10-01,2016,10,october,UT,3.3
2016-11-01,2016,11,november,UT,3.3
2016-12-01,2016,12,december,UT,3.3
2017-01-01,2017,1,january,UT,3.3
2017-02-01,2017,2,february,UT,3.3
2017-03-01,2017,3,march,UT,3.3
2017-04-01,2017,4,april,UT,3.3
2017-05-01,2017,5,may,UT,3.3
2017-06-01,2017,6,june,UT,3.3
2017-07-01,2017,7,july,UT,3.3
2017-08-01,2017,8,august,UT,3.3
2017-09-01,2017,9,september,UT,3.2
2017-10-01,2017,10,october,UT,3.2
2017-11-01,2017,11,november,UT,3.2
2017-12-01,2017,12,december,UT,3.1
2018-01-01,2018,1,january,UT,3.1
2018-02-01,2018,2,february,UT,3.1
2018-03-01,2018,3,march,UT,3.1
2018-04-01,2018,4,april,UT,3.1
2018-05-01,2018,5,may,UT,3.1
2018-06-01,2018,6,june,UT,3.1
2018-07-01,2018,7,july,UT,3.1
2018-08-01,2018,8,august,UT,3.0
2018-09-01,2018,9,september,UT,3.0
2018-10-01,2018,10,october,UT,3.0
2018-11-01,2018,11,november,UT,3.0
2018-12-01,2018,12,december,UT,2.9
2019-01-01,2019,1,january,UT,2.9
2019-02-01,2019,2,february,UT,2.8
2019-03-01,2019,3,march,UT,2.8
2019-04-01,2019,4,april,UT,2.7
2019-05-01,2019,5,may,UT,2.7
2019-06-01,2019,6,june,UT,2.6
2019-07-01,2019,7,july,UT,2.5
2019-08-01,2019,8,august,UT,2.5
2019-09-01,2019,9,september,UT,2.5
2019-10-01,2019,10,october,UT,2.4
2019-11-01,2019,11,november,UT,2.4
2019-12-01,2019,12,december,UT,2.4
2020-01-01,2020,1,january,UT,2.5
2020-02-01,2020,2,february,UT,2.5
2020-03-01,2020,3,march,UT,3.8
2020-04-01,2020,4,april,UT,10.4
2020-05-01,2020,5,may,UT,8.6
2020-06-01,2020,6,june,UT,5.3
2020-07-01,2020,7,july,UT,4.5
2020-08-01,2020,8,august,UT,4.1
2020-09-01,2020,9,september,UT,5.0
2020-10-01,2020,10,october,UT,4.1
2016-01-01,2016,1,january,VT,3.3
2016-02-01,2016,2,february,VT,3.3
2016-03-01,2016,3,march,VT,3.3
2016-04-01,2016,4,april,VT,3.3
2016-05-01,2016,5,may,VT,3.3
2016-06-01,2016,6,june,VT,3.2
2016-07-01,2016,7,july,VT,3.2
2016-08-01,2016,8,august,VT,3.2
2016-09-01,2016,9,september,VT,3.2
2016-10-01,2016,10,october,VT,3.1
2016-11-01,2016,11,november,VT,3.1
2016-12-01,2016,12,december,VT,3.1
2017-01-01,2017,1,january,VT,3.1
2017-02-01,2017,2,february,VT,3.1
2017-03-01,2017,3,march,VT,3.1
2017-04-01,2017,4,april,VT,3.0
2017-05-01,2017,5,may,VT,3.0
2017-06-01,2017,6,june,VT,3.0
2017-07-01,2017,7,july,VT,2.9
2017-08-01,2017,8,august,VT,2.9
2017-09-01,2017,9,september,VT,2.9
2017-10-01,2017,10,october,VT,2.8
2017-11-01,2017,11,november,VT,2.8
2017-12-01,2017,12,december,VT,2.7
2018-01-01,2018,1,january,VT,2.7
2018-02-01,2018,2,february,VT,2.7
2018-03-01,2018,3,march,VT,2.7
2018-04-01,2018,4,april,VT,2.6
2018-05-01,2018,5,may,VT,2.6
2018-06-01,2018,6,june,VT,2.6
2018-07-01,2018,7,july,VT,2.5
2018-08-01,2018,8,august,VT,2.5
2018-09-01,2018,9,september,VT,2.5
2018-10-01,2018,10,october,VT,2.4
2018-11-01,2018,11,november,VT,2.4
2018-12-01,2018,12,december,VT,2.4
2019-01-01,2019,1,january,VT,2.4
2019-02-01,2019,2,february,VT,2.3
2019-03-01,2019,3,march,VT,2.3
2019-04-01,2019,4,april,VT,2.3
2019-05-01,2019,5,may,VT,2.3
2019-06-01,2019,6,june,VT,2.4
2019-07-01,2019,7,july,VT,2.4
2019-08-01,2019,8,august,VT,2.4
2019-09-01,2019,9,september,VT,2.4
2019-10-01,2019,10,october,VT,2.4
2019-11-01,2019,11,november,VT,2.4
2019-12-01,2019,12,december,VT,2.4
2020-01-01,2020,1,january,VT,2.4
2020-02-01,2020,2,february,VT,2.4
2020-03-01,2020,3,march,VT,3.1
2020-04-01,2020,4,april,VT,16.5
2020-05-01,2020,5,may,VT,12.8
2020-06-01,2020,6,june,VT,9.5
2020-07-01,2020,7,july,VT,8.3
2020-08-01,2020,8,august,VT,4.8
2020-09-01,2020,9,september,VT,4.3
2020-10-01,2020,10,october,VT,3.2
2016-01-01,2016,1,january,VA,4.1
2016-02-01,2016,2,february,VA,4.0
2016-03-01,2016,3,march,VA,4.0
2016-04-01,2016,4,april,VA,4.0
2016-05-01,2016,5,may,VA,4.1
2016-06-01,2016,6,june,VA,4.1
2016-07-01,2016,7,july,VA,4.1
2016-08-01,2016,8,august,VA,4.2
2016-09-01,2016,9,september,VA,4.2
2016-10-01,2016,10,october,VA,4.2
2016-11-01,2016,11,november,VA,4.1
2016-12-01,2016,12,december,VA,4.1
2017-01-01,2017,1,january,VA,4.0
2017-02-01,2017,2,february,VA,4.0
2017-03-01,2017,3,march,VA,3.9
2017-04-01,2017,4,april,VA,3.8
2017-05-01,2017,5,may,VA,3.8
2017-06-01,2017,6,june,VA,3.7
2017-07-01,2017,7,july,VA,3.7
2017-08-01,2017,8,august,VA,3.6
2017-09-01,2017,9,september,VA,3.6
2017-10-01,2017,10,october,VA,3.5
2017-11-01,2017,11,november,VA,3.4
2017-12-01,2017,12,december,VA,3.4
2018-01-01,2018,1,january,VA,3.3
2018-02-01,2018,2,february,VA,3.2
2018-03-01,2018,3,march,VA,3.2
2018-04-01,2018,4,april,VA,3.1
2018-05-01,2018,5,may,VA,3.1
2018-06-01,2018,6,june,VA,3.0
2018-07-01,2018,7,july,VA,3.0
2018-08-01,2018,8,august,VA,2.9
2018-09-01,2018,9,september,VA,2.9
2018-10-01,2018,10,october,VA,2.9
2018-11-01,2018,11,november,VA,2.9
2018-12-01,2018,12,december,VA,3.0
2019-01-01,2019,1,january,VA,3.0
2019-02-01,2019,2,february,VA,3.0
2019-03-01,2019,3,march,VA,2.9
2019-04-01,2019,4,april,VA,2.9
2019-05-01,2019,5,may,VA,2.8
2019-06-01,2019,6,june,VA,2.8
2019-07-01,2019,7,july,VA,2.7
2019-08-01,2019,8,august,VA,2.7
2019-09-01,2019,9,september,VA,2.7
2019-10-01,2019,10,october,VA,2.7
2019-11-01,2019,11,november,VA,2.7
2019-12-01,2019,12,december,VA,2.7
2020-01-01,2020,1,january,VA,2.7
2020-02-01,2020,2,february,VA,2.6
2020-03-01,2020,3,march,VA,3.3
2020-04-01,2020,4,april,VA,11.2
2020-05-01,2020,5,may,VA,9.0
2020-06-01,2020,6,june,VA,8.1
2020-07-01,2020,7,july,VA,7.9
2020-08-01,2020,8,august,VA,6.1
2020-09-01,2020,9,september,VA,6.2
2020-10-01,2020,10,october,VA,5.3
2016-01-01,2016,1,january,WA,5.5
2016-02-01,2016,2,february,WA,5.5
2016-03-01,2016,3,march,WA,5.4
2016-04-01,2016,4,april,WA,5.4
2016-05-01,2016,5,may,WA,5.4
2016-06-01,2016,6,june,WA,5.3
2016-07-01,2016,7,july,WA,5.3
2016-08-01,2016,8,august,WA,5.2
2016-09-01,2016,9,september,WA,5.1
2016-10-01,2016,10,october,WA,5.1
2016-11-01,2016,11,november,WA,5.0
2016-12-01,2016,12,december,WA,4.9
2017-01-01,2017,1,january,WA,4.9
2017-02-01,2017,2,february,WA,4.8
2017-03-01,2017,3,march,WA,4.8
2017-04-01,2017,4,april,WA,4.7
2017-05-01,2017,5,may,WA,4.7
2017-06-01,2017,6,june,WA,4.7
2017-07-01,2017,7,july,WA,4.7
2017-08-01,2017,8,august,WA,4.7
2017-09-01,2017,9,september,WA,4.7
2017-10-01,2017,10,october,WA,4.6
2017-11-01,2017,11,november,WA,4.6
2017-12-01,2017,12,december,WA,4.6
2018-01-01,2018,1,january,WA,4.6
2018-02-01,2018,2,february,WA,4.5
2018-03-01,2018,3,march,WA,4.5
2018-04-01,2018,4,april,WA,4.5
2018-05-01,2018,5,may,WA,4.4
2018-06-01,2018,6,june,WA,4.4
2018-07-01,2018,7,july,WA,4.4
2018-08-01,2018,8,august,WA,4.4
2018-09-01,2018,9,september,WA,4.4
2018-10-01,2018,10,october,WA,4.4
2018-11-01,2018,11,november,WA,4.5
2018-12-01,2018,12,december,WA,4.5
2019-01-01,2019,1,january,WA,4.5
2019-02-01,2019,2,february,WA,4.5
2019-03-01,2019,3,march,WA,4.5
2019-04-01,2019,4,april,WA,4.4
2019-05-01,2019,5,may,WA,4.4
2019-06-01,2019,6,june,WA,4.3
2019-07-01,2019,7,july,WA,4.2
2019-08-01,2019,8,august,WA,4.2
2019-09-01,2019,9,september,WA,4.1
2019-10-01,2019,10,october,WA,4.0
2019-11-01,2019,11,november,WA,4.0
2019-12-01,2019,12,december,WA,4.0
2020-01-01,2020,1,january,WA,3.9
2020-02-01,2020,2,february,WA,3.8
2020-03-01,2020,3,march,WA,5.1
2020-04-01,2020,4,april,WA,16.3
2020-05-01,2020,5,may,WA,15.1
2020-06-01,2020,6,june,WA,10.0
2020-07-01,2020,7,july,WA,10.2
2020-08-01,2020,8,august,WA,8.4
2020-09-01,2020,9,september,WA,8.3
2020-10-01,2020,10,october,WA,6.0
2016-01-01,2016,1,january,WV,6.4
2016-02-01,2016,2,february,WV,6.4
2016-03-01,2016,3,march,WV,6.4
2016-04-01,2016,4,april,WV,6.3
2016-05-01,2016,5,may,WV,6.2
2016-06-01,2016,6,june,WV,6.2
2016-07-01,2016,7,july,WV,6.1
2016-08-01,2016,8,august,WV,6.0
2016-09-01,2016,9,september,WV,5.9
2016-10-01,2016,10,october,WV,5.8
2016-11-01,2016,11,november,WV,5.7
2016-12-01,2016,12,december,WV,5.5
2017-01-01,2017,1,january,WV,5.3
2017-02-01,2017,2,february,WV,5.2
2017-03-01,2017,3,march,WV,5.1
2017-04-01,2017,4,april,WV,5.0
2017-05-01,2017,5,may,WV,5.0
2017-06-01,2017,6,june,WV,5.1
2017-07-01,2017,7,july,WV,5.1
2017-08-01,2017,8,august,WV,5.2
2017-09-01,2017,9,september,WV,5.3
2017-10-01,2017,10,october,WV,5.3
2017-11-01,2017,11,november,WV,5.3
2017-12-01,2017,12,december,WV,5.4
2018-01-01,2018,1,january,WV,5.4
2018-02-01,2018,2,february,WV,5.4
2018-03-01,2018,3,march,WV,5.4
2018-04-01,2018,4,april,WV,5.4
2018-05-01,2018,5,may,WV,5.3
2018-06-01,2018,6,june,WV,5.3
2018-07-01,2018,7,july,WV,5.2
2018-08-01,2018,8,august,WV,5.1
2018-09-01,2018,9,september,WV,5.1
2018-10-01,2018,10,october,WV,5.0
2018-11-01,2018,11,november,WV,5.0
2018-12-01,2018,12,december,WV,4.9
2019-01-01,2019,1,january,WV,4.9
2019-02-01,2019,2,february,WV,4.8
2019-03-01,2019,3,march,WV,4.8
2019-04-01,2019,4,april,WV,4.7
2019-05-01,2019,5,may,WV,4.7
2019-06-01,2019,6,june,WV,4.7
2019-07-01,2019,7,july,WV,4.8
2019-08-01,2019,8,august,WV,4.9
2019-09-01,2019,9,september,WV,5.0
2019-10-01,2019,10,october,WV,5.1
2019-11-01,2019,11,november,WV,5.1
2019-12-01,2019,12,december,WV,5.1
2020-01-01,2020,1,january,WV,5.0
2020-02-01,2020,2,february,WV,4.9
2020-03-01,2020,3,march,WV,6.0
2020-04-01,2020,4,april,WV,15.9
2020-05-01,2020,5,may,WV,12.9
2020-06-01,2020,6,june,WV,10.5
2020-07-01,2020,7,july,WV,10.0
2020-08-01,2020,8,august,WV,8.9
2020-09-01,2020,9,september,WV,8.6
2020-10-01,2020,10,october,WV,6.4
2016-01-01,2016,1,january,WI,4.3
2016-02-01,2016,2,february,WI,4.2
2016-03-01,2016,3,march,WI,4.2
2016-04-01,2016,4,april,WI,4.1
2016-05-01,2016,5,may,WI,4.1
2016-06-01,2016,6,june,WI,4.0
2016-07-01,2016,7,july,WI,4.0
2016-08-01,2016,8,august,WI,3.9
2016-09-01,2016,9,september,WI,3.9
2016-10-01,2016,10,october,WI,3.9
2016-11-01,2016,11,november,WI,3.8
2016-12-01,2016,12,december,WI,3.7
2017-01-01,2017,1,january,WI,3.6
2017-02-01,2017,2,february,WI,3.5
2017-03-01,2017,3,march,WI,3.4
2017-04-01,2017,4,april,WI,3.3
2017-05-01,2017,5,may,WI,3.3
2017-06-01,2017,6,june,WI,3.3
2017-07-01,2017,7,july,WI,3.2
2017-08-01,2017,8,august,WI,3.2
2017-09-01,2017,9,september,WI,3.2
2017-10-01,2017,10,october,WI,3.1
2017-11-01,2017,11,november,WI,3.1
2017-12-01,2017,12,december,WI,3.0
2018-01-01,2018,1,january,WI,3.0
2018-02-01,2018,2,february,WI,3.0
2018-03-01,2018,3,march,WI,3.0
2018-04-01,2018,4,april,WI,3.0
2018-05-01,2018,5,may,WI,3.0
2018-06-01,2018,6,june,WI,3.0
2018-07-01,2018,7,july,WI,3.0
2018-08-01,2018,8,august,WI,3.0
2018-09-01,2018,9,september,WI,3.0
2018-10-01,2018,10,october,WI,3.0
2018-11-01,2018,11,november,WI,3.0
2018-12-01,2018,12,december,WI,3.0
2019-01-01,2019,1,january,WI,3.1
2019-02-01,2019,2,february,WI,3.2
2019-03-01,2019,3,march,WI,3.2
2019-04-01,2019,4,april,WI,3.3
2019-05-01,2019,5,may,WI,3.3
2019-06-01,2019,6,june,WI,3.4
2019-07-01,2019,7,july,WI,3.4
2019-08-01,2019,8,august,WI,3.4
2019-09-01,2019,9,september,WI,3.4
2019-10-01,2019,10,october,WI,3.5
2019-11-01,2019,11,november,WI,3.5
2019-12-01,2019,12,december,WI,3.5
2020-01-01,2020,1,january,WI,3.5
2020-02-01,2020,2,february,WI,3.5
2020-03-01,2020,3,march,WI,3.1
2020-04-01,2020,4,april,WI,13.6
2020-05-01,2020,5,may,WI,12.1
2020-06-01,2020,6,june,WI,8.6
2020-07-01,2020,7,july,WI,7.1
2020-08-01,2020,8,august,WI,6.3
2020-09-01,2020,9,september,WI,5.4
2020-10-01,2020,10,october,WI,5.7
2016-01-01,2016,1,january,WY,5.1
2016-02-01,2016,2,february,WY,5.4
2016-03-01,2016,3,march,WY,5.6
2016-04-01,2016,4,april,WY,5.7
2016-05-01,2016,5,may,WY,5.7
2016-06-01,2016,6,june,WY,5.6
2016-07-01,2016,7,july,WY,5.5
2016-08-01,2016,8,august,WY,5.3
2016-09-01,2016,9,september,WY,5.2
2016-10-01,2016,10,october,WY,5.0
2016-11-01,2016,11,november,WY,4.9
2016-12-01,2016,12,december,WY,4.8
2017-01-01,2017,1,january,WY,4.6
2017-02-01,2017,2,february,WY,4.4
2017-03-01,2017,3,march,WY,4.3
2017-04-01,2017,4,april,WY,4.1
2017-05-01,2017,5,may,WY,4.1
2017-06-01,2017,6,june,WY,4.0
2017-07-01,2017,7,july,WY,4.1
2017-08-01,2017,8,august,WY,4.1
2017-09-01,2017,9,september,WY,4.1
2017-10-01,2017,10,october,WY,4.1
2017-11-01,2017,11,november,WY,4.1
2017-12-01,2017,12,december,WY,4.0
2018-01-01,2018,1,january,WY,4.0
2018-02-01,2018,2,february,WY,4.0
2018-03-01,2018,3,march,WY,3.9
2018-04-01,2018,4,april,WY,3.9
2018-05-01,2018,5,may,WY,3.9
2018-06-01,2018,6,june,WY,3.9
2018-07-01,2018,7,july,WY,3.9
2018-08-01,2018,8,august,WY,3.9
2018-09-01,2018,9,september,WY,3.9
2018-10-01,2018,10,october,WY,3.8
2018-11-01,2018,11,november,WY,3.7
2018-12-01,2018,12,december,WY,3.6
2019-01-01,2019,1,january,WY,3.5
2019-02-01,2019,2,february,WY,3.5
2019-03-01,2019,3,march,WY,3.4
2019-04-01,2019,4,april,WY,3.5
2019-05-01,2019,5,may,WY,3.5
2019-06-01,2019,6,june,WY,3.6
2019-07-01,2019,7,july,WY,3.7
2019-08-01,2019,8,august,WY,3.7
2019-09-01,2019,9,september,WY,3.7
2019-10-01,2019,10,october,WY,3.7
2019-11-01,2019,11,november,WY,3.7
2019-12-01,2019,12,december,WY,3.7
2020-01-01,2020,1,january,WY,3.7
2020-02-01,2020,2,february,WY,3.7
2020-03-01,2020,3,march,WY,3.8
2020-04-01,2020,4,april,WY,9.6
2020-05-01,2020,5,may,WY,8.8
2020-06-01,2020,6,june,WY,7.6
2020-07-01,2020,7,july,WY,7.1
2020-08-01,2020,8,august,WY,6.6
2020-09-01,2020,9,september,WY,6.1
2020-10-01,2020,10,october,WY,5.5
2016-01-01,2016,1,january,PR,11.7
2016-02-01,2016,2,february,PR,11.6
2016-03-01,2016,3,march,PR,11.5
2016-04-01,2016,4,april,PR,11.5
2016-05-01,2016,5,may,PR,11.6
2016-06-01,2016,6,june,PR,11.6
2016-07-01,2016,7,july,PR,11.7
2016-08-01,2016,8,august,PR,11.8
2016-09-01,2016,9,september,PR,12.0
2016-10-01,2016,10,october,PR,12.1
2016-11-01,2016,11,november,PR,12.0
2016-12-01,2016,12,december,PR,11.9
2017-01-01,2017,1,january,PR,11.8
2017-02-01,2017,2,february,PR,11.5
2017-03-01,2017,3,march,PR,11.2
2017-04-01,2017,4,april,PR,10.9
2017-05-01,2017,5,may,PR,10.6
2017-06-01,2017,6,june,PR,10.4
2017-07-01,2017,7,july,PR,10.4
2017-08-01,2017,8,august,PR,10.5
2017-09-01,2017,9,september,PR,10.7
2017-10-01,2017,10,october,PR,11.3
2017-11-01,2017,11,november,PR,10.9
2017-12-01,2017,12,december,PR,10.7
2018-01-01,2018,1,january,PR,10.5
2018-02-01,2018,2,february,PR,10.2
2018-03-01,2018,3,march,PR,10.0
2018-04-01,2018,4,april,PR,9.7
2018-05-01,2018,5,may,PR,9.5
2018-06-01,2018,6,june,PR,9.2
2018-07-01,2018,7,july,PR,8.9
2018-08-01,2018,8,august,PR,8.6
2018-09-01,2018,9,september,PR,8.4
2018-10-01,2018,10,october,PR,8.3
2018-11-01,2018,11,november,PR,8.3
2018-12-01,2018,12,december,PR,8.5
2019-01-01,2019,1,january,PR,8.6
2019-02-01,2019,2,february,PR,8.7
2019-03-01,2019,3,march,PR,8.6
2019-04-01,2019,4,april,PR,8.4
2019-05-01,2019,5,may,PR,8.0
2019-06-01,2019,6,june,PR,7.7
2019-07-01,2019,7,july,PR,7.5
2019-08-01,2019,8,august,PR,7.6
2019-09-01,2019,9,september,PR,7.9
2019-10-01,2019,10,october,PR,8.3
2019-11-01,2019,11,november,PR,8.5
2019-12-01,2019,12,december,PR,8.5
2020-01-01,2020,1,january,PR,8.9
2020-02-01,2020,2,february,PR,8.8
2020-03-01,2020,3,march,PR,
2020-04-01,2020,4,april,PR,
2020-05-01,2020,5,may,PR,9.0
2020-06-01,2020,6,june,PR,8.9
2020-07-01,2020,7,july,PR,8.5
2020-08-01,2020,8,august,PR,8.3
2020-09-01,2020,9,september,PR,8.4
2020-10-01,2020,10,october,PR,8.3
